"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","CG0073","HP0001","HP0015","HP0047","HP0048","HP0069","HP0076","HP0077","Neisseria_cinerea_ATCC_14685","Neisseria_elongata_subsp_glycolytica_ATCC_29315","Neisseria_flavescens_NRL30031","Neisseria_gonorrhoeae_FA1090","Neisseria_lactamica_ATCC_23970","Neisseria_meningitidis_MC58","Neisseria_mucosa_ATCC_25996","Neisseria_polysaccharea_ATCC_43768","Neisseria_sicca_ATCC_29256","Neisseria_subflava_NJ9703","TT0073","TT0074"
"ppx","","Exopolyphosphatase","12","12","1","1","6509","1","4146","","1508","1562","1512","HMOAHFMJ_02144","IDGDMJON_00830","JOFAMBFM_01704","PFGGLJGN_01269","CPIGLEMO_00396","HHMKECDE_01032","DCPLGDCJ_00386","AOPEFJLO_01471","","","NEIFLAOT_RS02280.p01","","","","","","","NEISUBOT_RS09430.p01","MGNOPCIE_00540","PAHHJFHK_00913"
"folB","","Dihydroneopterin aldolase","12","12","1","1","6566","1","4110","","350","350","350","HMOAHFMJ_02156","IDGDMJON_00246","JOFAMBFM_00081","PFGGLJGN_00651","CPIGLEMO_00386","HHMKECDE_01037","DCPLGDCJ_01979","AOPEFJLO_01466","","","NEIFLAOT_RS02555.p01","","","","","","","NEISUBOT_RS06450.p01","MGNOPCIE_00549","PAHHJFHK_01535"
"act","","Methanol dehydrogenase activator","12","12","1","1","6565","1","4109","","536","536","536","HMOAHFMJ_02158","IDGDMJON_00247","JOFAMBFM_00080","PFGGLJGN_00653","CPIGLEMO_00385","HHMKECDE_01039","DCPLGDCJ_01981","AOPEFJLO_01464","","","NEIFLAOT_RS02545.p01","","","","","","","NEISUBOT_RS06455.p01","MGNOPCIE_00550","PAHHJFHK_01533"
"speE_2","","Polyamine aminopropyltransferase","12","12","1","1","6559","1","4106","","794","794","794","HMOAHFMJ_02161","IDGDMJON_00249","JOFAMBFM_00078","PFGGLJGN_00655","CPIGLEMO_00382","HHMKECDE_01041","DCPLGDCJ_01984","AOPEFJLO_01461","","","NEIFLAOT_RS02535.p01","","","","","","","NEISUBOT_RS06465.p01","MGNOPCIE_00552","PAHHJFHK_01531"
"panB","","3-methyl-2-oxobutanoate hydroxymethyltransferase","12","12","1","1","6553","1","4102","","764","791","788","HMOAHFMJ_02164","IDGDMJON_00252","JOFAMBFM_00075","PFGGLJGN_00658","CPIGLEMO_00379","HHMKECDE_01044","DCPLGDCJ_01987","AOPEFJLO_01458","","","NEIFLAOT_RS02520.p01","","","","","","","NEISUBOT_RS10675.p01","MGNOPCIE_00555","PAHHJFHK_01528"
"metXS","","Homoserine O-succinyltransferase","12","12","1","1","6724","1","343","","1136","1139","1138","HMOAHFMJ_02217","IDGDMJON_00301","JOFAMBFM_00038","PFGGLJGN_00702","CPIGLEMO_00330","HHMKECDE_01079","DCPLGDCJ_02020","AOPEFJLO_01424","","","NEIFLAOT_RS10170.p01","","","","","","","NEISUBOT_RS05120.p01","MGNOPCIE_00590","PAHHJFHK_01431"
"NEISUBOT_RS05105","","hypothetical protein","12","12","1","1","6728","1","347","","941","1100","1086","HMOAHFMJ_02221","IDGDMJON_00304","JOFAMBFM_00035","PFGGLJGN_00705","CPIGLEMO_00327","HHMKECDE_01082","DCPLGDCJ_02023","AOPEFJLO_01421","","","NEIFLAOT_RS10185.p01","","","","","","","NEISUBOT_RS05105.p01","MGNOPCIE_00593","PAHHJFHK_01428"
"gloA","","Lactoylglutathione lyase","12","12","1","1","6729","1","348","","413","446","418","HMOAHFMJ_02222","IDGDMJON_00305","JOFAMBFM_00034","PFGGLJGN_00706","CPIGLEMO_00326","HHMKECDE_01083","DCPLGDCJ_02024","AOPEFJLO_01420","","","NEIFLAOT_RS10190.p01","","","","","","","NEISUBOT_RS05100.p01","MGNOPCIE_00594","PAHHJFHK_01427"
"ribC","","Riboflavin synthase","12","12","1","1","6755","1","375","","614","614","614","HMOAHFMJ_02241","IDGDMJON_00321","JOFAMBFM_00018","PFGGLJGN_00782","CPIGLEMO_00310","HHMKECDE_01101","DCPLGDCJ_02039","AOPEFJLO_01391","","","NEIFLAOT_RS00650.p01","","","","","","","NEISUBOT_RS05025.p01","MGNOPCIE_00616","PAHHJFHK_01408"
"algC","","Phosphomannomutase/phosphoglucomutase","12","12","1","1","6759","1","379","","1382","1382","1382","HMOAHFMJ_02245","IDGDMJON_00325","JOFAMBFM_00014","PFGGLJGN_00786","CPIGLEMO_00306","HHMKECDE_01105","DCPLGDCJ_02044","AOPEFJLO_01387","","","NEIFLAOT_RS00670.p01","","","","","","","NEISUBOT_RS05005.p01","MGNOPCIE_00620","PAHHJFHK_01404"
"NEISUBOT_RS04905","","hypothetical protein","12","12","1","1","6798","1","435","","482","482","482","HMOAHFMJ_02274","IDGDMJON_00343","JOFAMBFM_02182","PFGGLJGN_00803","CPIGLEMO_00286","HHMKECDE_01125","DCPLGDCJ_02065","AOPEFJLO_01358","","","NEIFLAOT_RS00755.p01","","","","","","","NEISUBOT_RS04905.p01","MGNOPCIE_00645","PAHHJFHK_01387"
"pasT","","Persistence and stress-resistance toxin PasT","12","12","1","1","2295","1","745","","404","431","428","HMOAHFMJ_02310","IDGDMJON_00370","JOFAMBFM_02155","PFGGLJGN_00829","CPIGLEMO_00259","HHMKECDE_01151","DCPLGDCJ_02093","AOPEFJLO_01330","","","NEIFLAOT_RS00885.p01","","","","","","","NEISUBOT_RS04760.p01","MGNOPCIE_00674","PAHHJFHK_01359"
"rlmE","","Ribosomal RNA large subunit methyltransferase E","12","12","1","1","6892","1","1943","","464","620","607","HMOAHFMJ_02418","IDGDMJON_00459","JOFAMBFM_02066","PFGGLJGN_00926","CPIGLEMO_00169","HHMKECDE_01245","DCPLGDCJ_02190","AOPEFJLO_01246","","","NEIFLAOT_RS01300.p01","","","","","","","NEISUBOT_RS08635.p01","MGNOPCIE_00758","PAHHJFHK_01272"
"acpS","","Holo-[acyl-carrier-protein] synthase","12","12","1","1","1169","1","2772","","377","377","377","HMOAHFMJ_02619","IDGDMJON_00576","JOFAMBFM_01965","PFGGLJGN_01031","CPIGLEMO_00068","HHMKECDE_01348","DCPLGDCJ_00130","AOPEFJLO_01071","","","NEIFLAOT_RS03605.p01","","","","","","","NEISUBOT_RS07580.p01","MGNOPCIE_00848","PAHHJFHK_01173"
"pdxJ","","Pyridoxine 5'-phosphate synthase","12","12","1","1","1168","1","2773","","728","728","728","HMOAHFMJ_02620","IDGDMJON_00577","JOFAMBFM_01964","PFGGLJGN_01032","CPIGLEMO_00067","HHMKECDE_01349","DCPLGDCJ_00131","AOPEFJLO_01070","","","NEIFLAOT_RS03620.p01","","","","","","","NEISUBOT_RS07575.p01","MGNOPCIE_00849","PAHHJFHK_01172"
"satP","","Succinate-acetate/proton symporter SatP","12","12","1","1","1140","1","2804","","569","608","572","HMOAHFMJ_02633","IDGDMJON_00592","JOFAMBFM_01955","PFGGLJGN_01042","CPIGLEMO_00057","HHMKECDE_01359","DCPLGDCJ_00142","AOPEFJLO_01060","","","NEIFLAOT_RS03720.p01","","","","","","","NEISUBOT_RS07535.p01","MGNOPCIE_00859","PAHHJFHK_01161"
"NEIFLAOT_RS03740","","hypothetical protein","12","12","1","1","2489","1","2811","","482","482","482","HMOAHFMJ_02640","IDGDMJON_00596","JOFAMBFM_01948","PFGGLJGN_01046","CPIGLEMO_00053","HHMKECDE_01365","DCPLGDCJ_00147","AOPEFJLO_01056","","","NEIFLAOT_RS03740.p01","","","","","","","NEISUBOT_RS07515.p01","MGNOPCIE_00863","PAHHJFHK_01157"
"htpX","","Protease HtpX","12","12","1","1","5684","1","3008","","839","839","839","HMOAHFMJ_02725","IDGDMJON_00658","JOFAMBFM_01882","PFGGLJGN_01105","CPIGLEMO_02125","HHMKECDE_01430","DCPLGDCJ_00214","AOPEFJLO_00990","","","NEIFLAOT_RS06415.p01","","","","","","","NEISUBOT_RS07220.p01","MGNOPCIE_00927","PAHHJFHK_01093"
"dsbD","","Thiol:disulfide interchange protein DsbD","12","12","1","1","5694","1","2996","","1805","1805","1805","HMOAHFMJ_02800","IDGDMJON_00668","JOFAMBFM_01870","PFGGLJGN_01115","CPIGLEMO_02114","HHMKECDE_01440","DCPLGDCJ_00225","AOPEFJLO_00980","","","NEIFLAOT_RS06470.p01","","","","","","","NEISUBOT_RS05270.p01","MGNOPCIE_00937","PAHHJFHK_01083"
"hisZ","","ATP phosphoribosyltransferase regulatory subunit","12","12","1","1","6138","1","7087","","677","1157","1117","HMOAHFMJ_02838","IDGDMJON_00695","JOFAMBFM_01841","PFGGLJGN_01142","CPIGLEMO_02086","HHMKECDE_01468","DCPLGDCJ_00254","AOPEFJLO_00953","","","NEIFLAOT_RS06610.p01","","","","","","","NEISUBOT_RS05410.p01","MGNOPCIE_00966","PAHHJFHK_01056"
"lptE","","LPS-assembly lipoprotein LptE","12","12","1","1","6134","1","7093","","479","479","479","HMOAHFMJ_02842","IDGDMJON_00699","JOFAMBFM_01837","PFGGLJGN_01146","CPIGLEMO_02082","HHMKECDE_01472","DCPLGDCJ_00258","AOPEFJLO_00948","","","NEIFLAOT_RS06630.p01","","","","","","","NEISUBOT_RS05430.p01","MGNOPCIE_00971","PAHHJFHK_01051"
"NEIFLAOT_RS06660","","hypothetical protein","12","12","1","1","6126","1","7102","","488","488","488","HMOAHFMJ_02849","IDGDMJON_00705","JOFAMBFM_01831","PFGGLJGN_01152","CPIGLEMO_02076","HHMKECDE_01478","DCPLGDCJ_00264","AOPEFJLO_00942","","","NEIFLAOT_RS06660.p01","","","","","","","NEISUBOT_RS05460.p01","MGNOPCIE_00977","PAHHJFHK_01043"
"NEISUBOT_RS05580","","Peptidyl-prolyl cis-trans isomerase cyp18","12","12","1","1","6085","1","2172","","563","563","563","HMOAHFMJ_02880","IDGDMJON_00730","JOFAMBFM_01807","PFGGLJGN_01175","CPIGLEMO_02052","HHMKECDE_01503","DCPLGDCJ_00290","AOPEFJLO_00918","","","NEIFLAOT_RS02940.p01","","","","","","","NEISUBOT_RS05580.p01","MGNOPCIE_01001","PAHHJFHK_01018"
"yciA","","putative acyl-CoA thioester hydrolase","12","12","1","1","5983","1","998","","434","440","434","HMOAHFMJ_00013","IDGDMJON_00808","JOFAMBFM_01725","PFGGLJGN_01245","CPIGLEMO_01989","HHMKECDE_01583","DCPLGDCJ_00362","AOPEFJLO_00837","","","NEIFLAOT_RS05965.p01","","","","","","","NEISUBOT_RS09335.p01","MGNOPCIE_01086","PAHHJFHK_00938"
"NEIFLAOT_RS01735","","hypothetical protein","12","12","1","1","7345","1","6368","","227","1025","869","HMOAHFMJ_00352","IDGDMJON_01233","JOFAMBFM_00318","PFGGLJGN_01665","CPIGLEMO_00780","HHMKECDE_01860","DCPLGDCJ_01751","AOPEFJLO_00572","","","NEIFLAOT_RS01735.p01","","","","","","","NEISUBOT_RS04270.p01","MGNOPCIE_01409","PAHHJFHK_00524"
"minC","","Septum site-determining protein MinC","12","12","1","1","2798","1","6139","","719","725","720","HMOAHFMJ_00904","IDGDMJON_02016","JOFAMBFM_00741","PFGGLJGN_00206","CPIGLEMO_01356","HHMKECDE_00086","DCPLGDCJ_01345","AOPEFJLO_02168","","","NEIFLAOT_RS05790.p01","","","","","","","NEISUBOT_RS06855.p01","MGNOPCIE_01875","PAHHJFHK_02206"
"mlaD","","putative phospholipid ABC transporter-binding protein MlaD","12","12","1","1","5105","1","198","","494","500","494","HMOAHFMJ_01296","IDGDMJON_02110","JOFAMBFM_01058","PFGGLJGN_02050","CPIGLEMO_01062","HHMKECDE_00398","DCPLGDCJ_01062","AOPEFJLO_00115","","","NEIFLAOT_RS08995.p01","","","","","","","NEISUBOT_RS01295.p01","MGNOPCIE_02160","PAHHJFHK_02106"
"ssaB","","Manganese ABC transporter substrate-binding lipoprotein","12","12","1","1","679","1","6318","","905","950","925","HMOAHFMJ_00297","IDGDMJON_02420","JOFAMBFM_00275","PFGGLJGN_00515","CPIGLEMO_01750","HHMKECDE_01818","DCPLGDCJ_01793","AOPEFJLO_00614","","","NEIFLAOT_RS10400.p01","","","","","","","NEISUBOT_RS08740.p01","MGNOPCIE_01364","PAHHJFHK_01786"
"NEIFLAOT_RS04895","","hypothetical protein","12","12","1","1","4927","1","3579","","191","194","191","HMOAHFMJ_00727","IDGDMJON_01507","JOFAMBFM_00610","PFGGLJGN_01929","CPIGLEMO_01470","HHMKECDE_02158","DCPLGDCJ_01472","AOPEFJLO_02025","","","NEIFLAOT_RS04895.p01","","","","","","","NEISUBOT_RS10360.p01","MGNOPCIE_01689","PAHHJFHK_00248"
"pgpA","","Phosphatidylglycerophosphatase A","12","12","1","1","674","1","6323","","488","497","489","HMOAHFMJ_00302","IDGDMJON_02415","JOFAMBFM_00280","PFGGLJGN_00510","CPIGLEMO_01745","HHMKECDE_01823","DCPLGDCJ_01788","AOPEFJLO_00609","","","NEIFLAOT_RS10435.p01","","","","","","","NEISUBOT_RS08715.p01","MGNOPCIE_01369","PAHHJFHK_01791"
"murD","","UDP-N-acetylmuramoylalanine--D-glutamate ligase","12","12","1","1","2696","1","5716","","224","1337","1244","HMOAHFMJ_01489","IDGDMJON_02258","JOFAMBFM_01197","PFGGLJGN_00359","CPIGLEMO_00919","HHMKECDE_00548","DCPLGDCJ_00896","AOPEFJLO_00286","","","NEIFLAOT_RS10270.p01","","","","","","","NEISUBOT_RS00500.p01","MGNOPCIE_02319","PAHHJFHK_01939"
"mpl","","UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase","12","12","1","1","2149","1","544","","797","1418","1341","","IDGDMJON_00447","JOFAMBFM_02074","PFGGLJGN_00914","CPIGLEMO_00176","HHMKECDE_01236","DCPLGDCJ_02182","","","97242be58ea2b967d3a96d843ed5ca77_6083","NEIFLAOT_RS01260.p01","","","","43fe8da7603a91c46bb9b1b5b5435cfb_5917","","d9e11fc94d580b5feae8349fbaa657ca_7784","","MGNOPCIE_00749","PAHHJFHK_01284"
"alaS","","hypothetical protein","12","12","1","1","6096","1","7143","","356","2894","2400","HMOAHFMJ_02875","IDGDMJON_00726","JOFAMBFM_01810","PFGGLJGN_01172","CPIGLEMO_02055","HHMKECDE_01499","DCPLGDCJ_00286","AOPEFJLO_00920","","","NEIFLAOT_RS02910.p01","","","","","","","NEISUBOT_RS05560.p01","MGNOPCIE_00999","PAHHJFHK_01022"
"comEC","","hypothetical protein","12","12","1","1","1599","1","4584","","1148","2225","2118","HMOAHFMJ_00157","IDGDMJON_00150","JOFAMBFM_00183","PFGGLJGN_01403","CPIGLEMO_01874","HHMKECDE_01704","DCPLGDCJ_01884","AOPEFJLO_00730","","","NEIFLAOT_RS05435.p01","","","","","","","NEISUBOT_RS05980.p01","MGNOPCIE_01204","PAHHJFHK_01642"
"nqrA","","Na(+)-translocating NADH-quinone reductase subunit A","12","12","1","1","3295","1","5852","","713","1343","1238","HMOAHFMJ_00525","IDGDMJON_01333","JOFAMBFM_00423","PFGGLJGN_01761","CPIGLEMO_01639","HHMKECDE_01991","DCPLGDCJ_01638","AOPEFJLO_01859","","","NEIFLAOT_RS06875.p01","","","","","","","NEISUBOT_RS03770.p01","MGNOPCIE_01521","PAHHJFHK_00423"
"mqo","","putative malate:quinone oxidoreductase","12","12","1","1","4184","1","5081","","590","1472","1398","HMOAHFMJ_00870","IDGDMJON_02040","JOFAMBFM_00718","PFGGLJGN_00226","CPIGLEMO_01376","HHMKECDE_00064","DCPLGDCJ_01365","AOPEFJLO_02138","","","NEIFLAOT_RS08005.p01","","","","","","","NEISUBOT_RS06955.p01","MGNOPCIE_01798","PAHHJFHK_02179"
"earP","","hypothetical protein","12","12","1","1","6720","1","338","","386","1190","1031","HMOAHFMJ_02212","IDGDMJON_00297","JOFAMBFM_00043","PFGGLJGN_00698","CPIGLEMO_00334","HHMKECDE_01075","DCPLGDCJ_02016","AOPEFJLO_01428","","","NEIFLAOT_RS10150.p01","","","","","","","NEISUBOT_RS05140.p01","MGNOPCIE_00586","PAHHJFHK_01435"
"trpE","","Anthranilate synthase component 1","12","12","1","1","6804","1","438","","506","1475","1394","HMOAHFMJ_02277","IDGDMJON_00346","JOFAMBFM_02179","PFGGLJGN_00806","CPIGLEMO_00282","HHMKECDE_01128","DCPLGDCJ_02068","AOPEFJLO_01355","","","NEIFLAOT_RS00770.p01","","","","","","","NEISUBOT_RS04890.p01","MGNOPCIE_00648","PAHHJFHK_01384"
"hpnE","","Hydroxysqualene dehydroxylase","12","12","1","1","671","1","6326","","1046","1307","1285","HMOAHFMJ_00305","IDGDMJON_02412","JOFAMBFM_00283","PFGGLJGN_00507","CPIGLEMO_01742","HHMKECDE_01826","DCPLGDCJ_01785","AOPEFJLO_00606","","","NEIFLAOT_RS10450.p01","","","","","","","NEISUBOT_RS08700.p01","MGNOPCIE_01372","PAHHJFHK_01794"
"prmC_2","","Release factor glutamine methyltransferase","12","12","1","1","4880","1","3175","","572","812","792","HMOAHFMJ_00762","IDGDMJON_01526","JOFAMBFM_00633","PFGGLJGN_01957","CPIGLEMO_01452","HHMKECDE_02178","DCPLGDCJ_01447","AOPEFJLO_02049","","","NEIFLAOT_RS04985.p01","","","","","","","NEISUBOT_RS10260.p01","MGNOPCIE_01710","PAHHJFHK_00229"
"NEIFLAOT_RS10730","","hypothetical protein","12","12","1","1","4337","1","5034","","722","890","876","HMOAHFMJ_00890","IDGDMJON_02027","JOFAMBFM_00732","PFGGLJGN_00216","CPIGLEMO_01364","HHMKECDE_00076","DCPLGDCJ_01353","AOPEFJLO_02157","","","NEIFLAOT_RS10730.p01","","","","","","","NEISUBOT_RS06900.p01","MGNOPCIE_01865","PAHHJFHK_02194"
"phrA","","Deoxyribodipyrimidine photo-lyase","12","12","1","1","2799","1","6138","","683","1286","1133","HMOAHFMJ_00903","IDGDMJON_02017","JOFAMBFM_00740","PFGGLJGN_00207","CPIGLEMO_01357","HHMKECDE_00085","DCPLGDCJ_01346","AOPEFJLO_02167","","","NEIFLAOT_RS05785.p01","","","","","","","NEISUBOT_RS06860.p01","MGNOPCIE_01874","PAHHJFHK_02205"
"NEISUBOT_RS02065","","hypothetical protein","12","12","1","1","3390","1","1531","","341","716","520","HMOAHFMJ_01050","IDGDMJON_01736","JOFAMBFM_00892","PFGGLJGN_02183","CPIGLEMO_01218","HHMKECDE_00223","DCPLGDCJ_01223","AOPEFJLO_02372","","","NEIFLAOT_RS10055.p01","","","","","","","NEISUBOT_RS02065.p01","MGNOPCIE_02015","PAHHJFHK_00048"
"ftsB","","Cell division protein FtsB","12","12","1","1","6586","1","2356","","275","275","275","HMOAHFMJ_00036","IDGDMJON_00824","JOFAMBFM_01710","PFGGLJGN_01263","CPIGLEMO_01971","HHMKECDE_01596","DCPLGDCJ_00380","AOPEFJLO_00824","","","NEIFLAOT_RS02310.p01","","","","","","","NEISUBOT_RS09400.p01","MGNOPCIE_01100","PAHHJFHK_00923"
"folC","","Dihydrofolate synthase/folylpolyglutamate synthase","12","12","1","1","3963","1","4159","","1283","1283","1283","HMOAHFMJ_00046","IDGDMJON_00240","JOFAMBFM_00088","PFGGLJGN_00645","CPIGLEMO_01964","HHMKECDE_01604","DCPLGDCJ_01973","AOPEFJLO_00817","","","NEIFLAOT_RS02585.p01","","","","","","","NEISUBOT_RS06420.p01","MGNOPCIE_01108","PAHHJFHK_01543"
"NEIFLAOT_RS02695","","hypothetical protein","12","12","1","1","3155","1","4365","","620","620","620","HMOAHFMJ_00074","IDGDMJON_00215","JOFAMBFM_00113","PFGGLJGN_00625","CPIGLEMO_01943","HHMKECDE_01631","DCPLGDCJ_01952","AOPEFJLO_00796","","","NEIFLAOT_RS02695.p01","","","","","","","NEISUBOT_RS06315.p01","MGNOPCIE_01129","PAHHJFHK_01569"
"mltG","","Endolytic murein transglycosylase","12","12","1","1","3171","1","4422","","995","995","995","HMOAHFMJ_00091","IDGDMJON_00201","JOFAMBFM_00125","PFGGLJGN_00612","CPIGLEMO_01930","HHMKECDE_01643","DCPLGDCJ_01940","AOPEFJLO_00782","","","NEIFLAOT_RS02760.p01","","","","","","","NEISUBOT_RS06255.p01","MGNOPCIE_01146","PAHHJFHK_01581"
"NEISUBOT_RS06135","","hypothetical protein","12","12","1","1","3207","1","4450","","548","548","548","HMOAHFMJ_00118","IDGDMJON_00180","JOFAMBFM_00147","PFGGLJGN_01373","CPIGLEMO_01908","HHMKECDE_01671","DCPLGDCJ_01916","AOPEFJLO_00761","","","NEIFLAOT_RS05260.p01","","","","","","","NEISUBOT_RS06135.p01","MGNOPCIE_01168","PAHHJFHK_01608"
"artI","","Putative ABC transporter arginine-binding protein 2","12","12","1","1","1609","1","7285","","803","812","804","HMOAHFMJ_00168","IDGDMJON_00106","JOFAMBFM_00193","PFGGLJGN_01413","CPIGLEMO_01829","HHMKECDE_01714","DCPLGDCJ_01874","AOPEFJLO_00720","","","NEIFLAOT_RS05485.p01","","","","","","","NEISUBOT_RS10855.p01","MGNOPCIE_01259","PAHHJFHK_01705"
"rdgC","","Recombination-associated protein RdgC","12","12","1","1","1704","1","7209","","899","899","899","HMOAHFMJ_00173","IDGDMJON_02510","JOFAMBFM_00197","PFGGLJGN_00592","CPIGLEMO_01825","HHMKECDE_01722","DCPLGDCJ_01870","AOPEFJLO_00716","","","NEIFLAOT_RS05505.p01","","","","","","","NEISUBOT_RS10835.p01","MGNOPCIE_01276","PAHHJFHK_01709"
"oprM","","Outer membrane protein OprM","12","12","1","1","1750","1","5295","","1406","1406","1406","HMOAHFMJ_00190","IDGDMJON_02494","JOFAMBFM_00212","PFGGLJGN_00576","CPIGLEMO_01809","HHMKECDE_01742","DCPLGDCJ_01854","AOPEFJLO_00699","","","NEIFLAOT_RS05580.p01","","","","","","","NEISUBOT_RS08200.p01","MGNOPCIE_01292","PAHHJFHK_01724"
"aroG","","Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive","12","12","1","1","1794","1","5437","","1043","1043","1043","HMOAHFMJ_00221","IDGDMJON_01552","JOFAMBFM_00656","PFGGLJGN_01982","CPIGLEMO_01432","HHMKECDE_01760","DCPLGDCJ_01424","AOPEFJLO_00678","","","NEIFLAOT_RS05095.p01","","","","","","","NEISUBOT_RS10155.p01","MGNOPCIE_01731","PAHHJFHK_00202"
"racE","","Glutamate racemase 1","12","12","1","1","740","1","2062","","809","809","809","HMOAHFMJ_00234","IDGDMJON_02484","JOFAMBFM_00226","PFGGLJGN_00566","CPIGLEMO_01797","HHMKECDE_01769","DCPLGDCJ_01841","AOPEFJLO_00664","","","NEIFLAOT_RS05620.p01","","","","","","","NEISUBOT_RS08140.p01","MGNOPCIE_01302","PAHHJFHK_01736"
"nth","","Endonuclease III","12","12","1","1","702","1","6300","","629","629","629","HMOAHFMJ_00278","IDGDMJON_02439","JOFAMBFM_00258","PFGGLJGN_00532","CPIGLEMO_01767","HHMKECDE_01801","DCPLGDCJ_01811","AOPEFJLO_00632","","","NEIFLAOT_RS10315.p01","","","","","","","NEISUBOT_RS08825.p01","MGNOPCIE_01346","PAHHJFHK_01768"
"nhaC","","Na(+)/H(+) antiporter NhaC","12","12","1","1","701","1","6301","","1379","1379","1379","HMOAHFMJ_00279","IDGDMJON_02438","JOFAMBFM_00259","PFGGLJGN_00531","CPIGLEMO_01766","HHMKECDE_01802","DCPLGDCJ_01810","AOPEFJLO_00631","","","NEIFLAOT_RS10320.p01","","","","","","","NEISUBOT_RS08820.p01","MGNOPCIE_01347","PAHHJFHK_01769"
"lolA_2","","Outer-membrane lipoprotein carrier protein","12","12","1","1","692","1","6309","","620","620","620","HMOAHFMJ_00288","IDGDMJON_02428","JOFAMBFM_00267","PFGGLJGN_00523","CPIGLEMO_01758","HHMKECDE_01810","DCPLGDCJ_01801","AOPEFJLO_00622","","","NEIFLAOT_RS10360.p01","","","","","","","NEISUBOT_RS08780.p01","MGNOPCIE_01356","PAHHJFHK_01777"
"glmM","","Phosphoglucosamine mutase","12","12","1","1","691","1","6310","","1337","1337","1337","HMOAHFMJ_00289","IDGDMJON_02427","JOFAMBFM_00268","PFGGLJGN_00522","CPIGLEMO_01757","HHMKECDE_01811","DCPLGDCJ_01800","AOPEFJLO_00621","","","NEIFLAOT_RS10365.p01","","","","","","","NEISUBOT_RS08775.p01","MGNOPCIE_01357","PAHHJFHK_01778"
"mntB","","Manganese transport system membrane protein MntB","12","12","1","1","678","1","6319","","875","875","875","HMOAHFMJ_00298","IDGDMJON_02419","JOFAMBFM_00276","PFGGLJGN_00514","CPIGLEMO_01749","HHMKECDE_01819","DCPLGDCJ_01792","AOPEFJLO_00613","","","NEIFLAOT_RS10405.p01","","","","","","","NEISUBOT_RS08735.p01","MGNOPCIE_01365","PAHHJFHK_01787"
"apaG","","Protein ApaG","12","12","1","1","675","1","6322","","368","368","368","HMOAHFMJ_00301","IDGDMJON_02416","JOFAMBFM_00279","PFGGLJGN_00511","CPIGLEMO_01746","HHMKECDE_01822","DCPLGDCJ_01789","AOPEFJLO_00610","","","NEIFLAOT_RS10430.p01","","","","","","","NEISUBOT_RS08720.p01","MGNOPCIE_01368","PAHHJFHK_01790"
"era","","GTPase Era","12","12","1","1","7185","1","6338","","929","929","929","HMOAHFMJ_00318","IDGDMJON_01206","JOFAMBFM_00293","PFGGLJGN_01640","CPIGLEMO_00756","HHMKECDE_01836","DCPLGDCJ_01775","AOPEFJLO_00596","","","NEIFLAOT_RS01605.p01","","","","","","","NEISUBOT_RS04390.p01","MGNOPCIE_01383","PAHHJFHK_00550"
"ribH","","6,7-dimethyl-8-ribityllumazine synthase","12","12","1","1","7189","1","6342","","479","479","479","HMOAHFMJ_00321","IDGDMJON_01209","JOFAMBFM_00296","PFGGLJGN_01643","CPIGLEMO_00759","HHMKECDE_01839","DCPLGDCJ_01772","AOPEFJLO_00593","","","NEIFLAOT_RS01620.p01","","","","","","","NEISUBOT_RS04375.p01","MGNOPCIE_01386","PAHHJFHK_00547"
"metN","","Methionine import ATP-binding protein MetN","12","12","1","1","7348","1","6371","","737","737","737","HMOAHFMJ_00348","IDGDMJON_01230","JOFAMBFM_00315","PFGGLJGN_01662","CPIGLEMO_00777","HHMKECDE_01857","DCPLGDCJ_01754","AOPEFJLO_00575","","","NEIFLAOT_RS01720.p01","","","","","","","NEISUBOT_RS04285.p01","MGNOPCIE_01406","PAHHJFHK_00527"
"NEISUBOT_RS04215","","putative protein","12","12","1","1","7329","1","3377","","290","290","290","HMOAHFMJ_00365","IDGDMJON_01245","JOFAMBFM_00330","PFGGLJGN_01676","CPIGLEMO_00791","HHMKECDE_01872","DCPLGDCJ_01740","AOPEFJLO_00561","","","NEIFLAOT_RS01790.p01","","","","","","","NEISUBOT_RS04215.p01","MGNOPCIE_01422","PAHHJFHK_00513"
"anr","","Transcriptional activator protein Anr","12","12","1","1","7286","1","3345","","734","734","734","HMOAHFMJ_00406","IDGDMJON_01278","JOFAMBFM_00363","PFGGLJGN_01708","CPIGLEMO_00826","HHMKECDE_01906","DCPLGDCJ_01704","AOPEFJLO_00527","","","NEIFLAOT_RS01515.p01","","","","","","","NEISUBOT_RS04050.p01","MGNOPCIE_01456","PAHHJFHK_00480"
"NEIFLAOT_RS01585","","hypothetical protein","12","12","1","1","2378","1","4249","","1574","1574","1574","HMOAHFMJ_00426","IDGDMJON_01294","JOFAMBFM_00381","PFGGLJGN_01723","CPIGLEMO_00841","HHMKECDE_01921","DCPLGDCJ_01689","AOPEFJLO_00498","","","NEIFLAOT_RS01585.p01","","","","","","","NEISUBOT_RS03970.p01","MGNOPCIE_01477","PAHHJFHK_00464"
